year,player,conference,athlete_id,position,passing_completions,passing_att,passing_pct,passing_yds,passing_td,passing_int,passing_ypa,rushing_car,rushing_yds,rushing_td,rushing_ypc,rushing_long,dual_threat,team,total_wins,qb_type,off_explosiveness,off_success_rate,off_pts_per_opp,passing_qbr,predicted_qbr,fpi,recruiting_points,avg_temp,avg_humidity,avg_wind,avg_pressure,pct_indoors
2006,Riley Skinner,ACC,169077,QB,171,260,0.658,2051,9,5,7.9,52,-71,0,-1.4,12,Not Dual Threat,Wake Forest,11,Other,0.9535162463856792,0.4074567243675099,-0.09210526315789472,56.07142857142857,50.7292170631291,6.5,122.34,61.981818181818184,60.09090909090909,6.390909090909091,1018.3454545454546,0
2006,Colt McCoy,Big 12,175772,QB,217,318,0.682,2570,29,7,8.1,68,170,2,2.5,33,Not Dual Threat,Texas,10,Other,0.8440777065736517,0.4551724137931034,-0.5157894736842106,64.68333333333334,67.50155081937552,21.6,281.78,76.18888888888888,49.77777777777778,6.711111111111111,1015.3888888888889,0
2006,Thaddeus Lewis,ACC,191344,QB,180,340,0.529,2134,11,16,6.3,99,-74,1,-0.7,13,Not Dual Threat,Duke,0,Other,0.9284791947697476,0.351270553064275,0,24,26.393163353940775,-13.7,152.48,66.94166666666666,45,7.116666666666667,1017.9181818181818,0
2007,Riley Skinner,ACC,169077,QB,236,326,0.724,2204,12,13,6.8,61,32,1,0.5,19,Not Dual Threat,Wake Forest,9,Other,0.8470546473924617,0.3987878787878788,-0.25,52.73571428571429,47.9384791791645,6.5,133.78,67.925,43.083333333333336,9.6,1018.0166666666667,0
2007,Chris Turner,ACC,169181,QB,153,241,0.635,1958,7,7,8.1,44,-26,0,-0.6,41,Not Dual Threat,Maryland,6,Other,0.8854808763679403,0.3972939729397294,0,50.909090909090914,48.48200323540205,5.2,196.41,67.3,47.27272727272727,6.818181818181818,1020.9727272727273,0
2007,Blake Szymanski,Big 12,173619,QB,264,461,0.573,2844,22,18,6.2,61,99,1,1.6,39,Not Dual Threat,Baylor,3,Other,0.9151119056152957,0.3764705882352941,0,35.45333333333333,40.38790717201406,-12.1,128.62,78.25833333333334,52.25,11.15,1016.425,0
2007,Zac Robinson,Big 12,174054,QB,201,333,0.604,2824,23,9,8.5,141,843,9,6,57,Dual Threat,Oklahoma State,7,Pure Runner,0.9224592694516974,0.4767080745341615,0,66.325,68.3501305080387,11.2,208.78,75.22727272727272,59.54545454545455,9.027272727272727,1014.7,0
2007,Colt McCoy,Big 12,175772,QB,276,424,0.651,3303,22,18,7.8,114,492,4,4.3,44,Not Dual Threat,Texas,10,Dual Threat,0.9343117459328448,0.452894438138479,-0.13333333333333333,62.06,59.21799051401278,16,293.1,77.49,45.8,7.67,1016.91,0
2007,Tim Tebow,SEC,183484,QB,234,350,0.669,3286,32,6,9.4,210,895,23,4.3,25,Dual Threat,Florida,9,Dual Threat,0.8961988754308239,0.518628912071535,-0.06862745098039216,80.74166666666666,84.76963748164599,20.5,313.05,72.44444444444444,52.888888888888886,8.311111111111112,1018.1777777777778,0
2007,Todd Reesing,Big 12,184336,QB,275,445,0.618,3486,33,7,7.8,92,197,3,2.1,53,Not Dual Threat,Kansas,12,Pocket Passer,0.9017951808694056,0.45657894736842103,0,65.61333333333333,64.2251368850703,18.9,163.81,70.73,50.7,10.23,1017.45,0
2007,Adam Weber,Big Ten,188157,QB,258,449,0.575,2895,24,19,6.4,146,617,5,4.2,29,Dual Threat,Minnesota,1,Pure Runner,1.0637549258379984,0.39800995024875624,-0.09090909090909093,49.15833333333333,47.07896839601553,-6.2,165.41,64.68,60.8,10.84,1019.76,0
2007,Cody Hawkins,Big 12,188466,QB,263,463,0.568,3015,22,17,6.5,41,-19,3,-0.5,12,Not Dual Threat,Colorado,6,Other,1.0012981275719568,0.3838028169014085,0,55.626666666666665,47.50535242951901,3.3,207.66,70.3,41.42857142857143,9.385714285714286,1013.5,0
2007,Sam Bradford,Big 12,188934,QB,238,342,0.696,3124,36,8,9.1,31,7,0,0.2,11,Not Dual Threat,Oklahoma,11,Other,0.8973699514533583,0.4539641943734015,-0.12727272727272726,72.16470588235293,75.10405079492502,24.1,220.6,69.52727272727273,60.63636363636363,6.818181818181818,1015.0666666666667,0.09090909090909091
2007,Thaddeus Lewis,ACC,191344,QB,199,360,0.553,2430,21,10,6.8,96,-148,2,-1.5,12,Not Dual Threat,Duke,1,Other,0.9801353450335184,0.328,-0.15217391304347827,31,36.26303157208349,-9.5,126.41,64.54545454545455,53.36363636363637,6.009090909090909,1020.0818181818182,0
2008,Riley Skinner,ACC,169077,QB,232,363,0.639,2347,13,7,6.5,104,144,1,1.4,21,Not Dual Threat,Wake Forest,8,Other,0.8704016531060431,0.3761574074074074,-0.08139534883720931,45.095,45.8310603384461,5.6,150.75,69.75,51.166666666666664,7.191666666666666,1014.5416666666667,0
2008,Chris Turner,ACC,169181,QB,214,374,0.572,2516,13,11,6.7,43,-154,1,-3.6,13,Not Dual Threat,Maryland,8,Other,1.0136776597169448,0.3823146944083225,0,41.80625,41.675204837503074,2.8,186.96,64.56666666666666,60.5,4.041666666666666,1016.1636363636363,0
2008,Zac Robinson,Big 12,174054,QB,204,314,0.65,3064,25,10,9.8,146,562,8,3.8,31,Dual Threat,Oklahoma State,9,Pure Runner,0.9177418692521158,0.4807692307692308,-0.13333333333333333,77.25555555555556,69.85890306285715,14.9,204.03,70.64545454545454,45.81818181818182,7.3545454545454545,1016.3,0
2008,Colt McCoy,Big 12,175772,QB,332,433,0.767,3859,34,8,8.9,136,561,11,4.1,35,Dual Threat,Texas,12,Dual Threat,0.93897118391341,0.515818431911967,-0.13725490196078433,82.70555555555555,82.46160667644914,26.4,271.6,76,36.81818181818182,7.072727272727272,1016.69,0
2008,Jevan Snead,SEC,183449,QB,184,327,0.563,2762,26,13,8.4,57,60,3,1.1,17,Not Dual Threat,Ole Miss,9,Other,0.9102303574009906,0.42762284196547146,-0.14893617021276595,65.4,58.38078212140803,13.9,204.46,71.55454545454546,53.90909090909091,7.754545454545455,1014.875,0
2008,Tim Tebow,SEC,183484,QB,192,298,0.644,2746,30,4,9.2,176,673,12,3.8,26,Dual Threat,Florida,13,Pure Runner,0.9057935172961632,0.4688473520249221,-0.12389380530973453,76.09444444444445,77.19409382794132,33.4,286.27,68.48333333333333,66.83333333333333,7.008333333333334,1015.7666666666667,0
2008,Todd Reesing,Big 12,184336,QB,321,481,0.667,3829,32,12,8,124,218,4,1.8,18,Not Dual Threat,Kansas,8,Pocket Passer,0.9163406610302952,0.4553686934023286,-0.08045977011494253,60.86875,61.953713512677325,11.2,184.11,67.8,57.1,7.9799999999999995,1019.8000000000001,0
2008,Daryll Clark,Big Ten,185917,QB,192,321,0.598,2592,19,6,8.1,79,282,10,3.6,24,Dual Threat,Penn State,11,Other,0.9088854741377356,0.4956395348837209,-0.0660377358490566,67.27333333333333,72.0090937364335,25.5,189.29,57.125,72,6.133333333333333,1016.32,0.08333333333333333
2008,Adam Weber,Big Ten,188157,QB,255,410,0.622,2761,15,8,6.7,127,233,4,1.8,39,Not Dual Threat,Minnesota,7,Other,0.9167658862490606,0.4097938144329897,-0.0945945945945946,45.64,47.40164086966641,-0.7,214,59.82,61.2,6.26,1016.66,0
2008,Ricky Stanzi,Big Ten,188298,QB,150,254,0.591,1956,14,9,7.7,56,20,0,0.4,20,Not Dual Threat,Iowa,9,Other,0.7969167574771086,0.4511173184357542,-0.07446808510638298,45.63125,53.769345855396466,15.2,169.8,60.13636363636363,69.27272727272727,6.927272727272728,1020.3818181818182,0
2008,Cody Hawkins,Big 12,188466,QB,183,320,0.572,1892,17,10,5.9,57,-23,3,-0.4,19,Not Dual Threat,Colorado,5,Other,1.016525546126558,0.35958005249343833,-0.109375,36.78333333333333,39.36028672802951,-1.1,236.08,63.6,43.375,8.5375,1019.1,0
2008,Mike Hartline,SEC,188612,QB,172,311,0.553,1666,9,8,5.4,24,-9,0,-0.4,9,Not Dual Threat,Kentucky,7,Other,0.7889235314152513,0.37823834196891193,-0.1794871794871795,34.75833333333333,38.511884380398556,1.6,153.99,67.75833333333334,56.083333333333336,7.858333333333333,1015.2818181818182,0
2008,Sam Bradford,Big 12,188934,QB,328,483,0.679,4720,50,8,9.8,42,47,5,1.1,15,Dual Threat,Oklahoma,12,Pocket Passer,0.9243316397795872,0.4922879177377892,-0.1068702290076336,89.3,86.57835288070441,29.7,284.83,69.91666666666667,43.416666666666664,8.158333333333333,1016.8454545454546,0
2008,Austen Arnaud,Big 12,188980,QB,247,401,0.616,2792,15,10,7,109,401,5,3.7,26,Not Dual Threat,Iowa State,2,Pure Runner,0.9257252442393002,0.41360544217687073,0,47.361111111111114,51.46860566591559,-5.4,155.21,64.15,53.083333333333336,9.416666666666666,1015.3909090909091,0
2008,Juice Williams,Big Ten,189249,QB,219,381,0.575,3173,22,16,8.3,175,719,5,4.1,50,Dual Threat,Illinois,5,Dual Threat,0.9313611467333872,0.4521276595744681,-0.17073170731707318,53.825,53.85802013713078,6.1,220.63,58.9,63,8.55,1019.8333333333334,0
2008,Thaddeus Lewis,ACC,191344,QB,224,361,0.62,2171,15,6,6,69,96,2,1.4,22,Not Dual Threat,Duke,4,Other,0.8158776930911977,0.3939808481532148,-0.19718309859154928,48.74,47.835737990940686,-0.3,145.79,67.3,50.75,7.383333333333333,1014.5636363636364,0
2008,Jerrod Johnson,Big 12,191668,QB,194,326,0.595,2435,21,10,7.5,94,114,3,1.2,19,Not Dual Threat,Texas A&M,4,Other,1.0112654483957353,0.3773006134969325,0,44.522222222222226,46.87353406719381,-4,228.03,76.91666666666667,44.083333333333336,9.55,1016.35,0
2008,Steven Threet,Big Ten,232227,QB,102,200,0.51,1105,9,7,5.5,76,201,2,2.6,58,Not Dual Threat,Michigan,3,Other,0.9604355528561644,0.324,-0.1111111111111111,30.308333333333337,33.02073689548154,-0.5,261.55,59.53636363636364,55.81818181818182,8.781818181818181,1018.33,0
2008,Jarrett Lee,SEC,232417,QB,143,269,0.532,1873,14,16,7,11,-97,0,-8.8,4,Not Dual Threat,LSU,9,Other,0.8449590780932248,0.4468371467025572,-0.23595505617977527,36.10714285714286,40.97305852341401,11.7,259.67,65.2,72.5,3.4,1018.2,0
2008,Robert Marve,ACC,236058,QB,116,213,0.545,1293,9,13,6.1,59,119,2,2,43,Not Dual Threat,Miami,7,Other,0.9561507267011488,0.3412698412698413,-0.2153846153846154,53.733333333333334,36.47845202852843,7.1,302.6,74.075,63.333333333333336,8.175,1016.175,0
2008,Russell Wilson,ACC,238093,QB,150,275,0.545,1955,17,1,7.1,116,388,4,3.3,29,Not Dual Threat,NC State,6,Pure Runner,0.9984635072965534,0.3722438391699092,0,56.72,53.084231929590445,1.4,218.2,70.58333333333333,56.666666666666664,7.008333333333334,1014.4333333333333,0
2008,Robert Griffin III,Big 12,378497,QB,160,267,0.599,2091,15,3,7.8,173,843,13,4.9,63,Not Dual Threat,Baylor,4,Pure Runner,1.0657558238364229,0.3932038834951456,0,51.96111111111111,59.89057605983975,1.9,157.42,74.49090909090908,41.72727272727273,9.427272727272728,1017.6636363636363,0
2009,Riley Skinner,ACC,169077,QB,264,400,0.66,3160,26,12,7.9,70,56,2,0.8,20,Not Dual Threat,Wake Forest,5,Other,0.9380068286158724,0.44046094750320103,-0.0958904109589041,58.865,59.07521827560723,5.3,167.36,67.925,56.666666666666664,7.108333333333333,1016.2416666666667,0
2009,Chris Turner,ACC,169181,QB,180,303,0.594,2069,10,10,6.8,84,22,2,0.3,15,Not Dual Threat,Maryland,2,Other,0.962131577223692,0.37753721244925575,0,39.98125,39.56375921632725,-4.2,211.59,64.75,65.83333333333333,8.166666666666666,1016.0666666666666,0
2009,Mike Kafka,Big Ten,169280,QB,319,492,0.648,3430,16,12,7,150,299,8,2,18,Not Dual Threat,Northwestern,8,Pocket Passer,0.9083157707823676,0.42342342342342343,-0.2258064516129032,62.06,53.12026129238934,0.4,169.62,55.958333333333336,62.833333333333336,7.991666666666666,1017.3166666666667,0.08333333333333333
2009,Joe Cox,SEC,171814,QB,185,331,0.559,2584,24,15,7.8,31,-28,0,-0.9,17,Not Dual Threat,Georgia,8,Other,1.0030236248292603,0.392757660167131,0,53.675,50.98477046540759,11.2,283.72,64.23636363636363,68.27272727272727,5.027272727272727,1017.68,0
2009,Joey Elliott,Big Ten,173694,QB,267,433,0.617,3026,22,13,7,87,268,4,3.1,58,Not Dual Threat,Purdue,5,Other,0.965973363998784,0.39923954372623577,-0.08433734939759036,56.38421052631579,53.98551288857949,1.4,160.65,58.608333333333334,57.333333333333336,8.733333333333333,1014.6166666666667,0
2009,Zac Robinson,Big 12,174054,QB,180,301,0.598,2084,15,12,6.9,111,305,4,2.7,22,Not Dual Threat,Oklahoma State,9,Other,0.8495685932719483,0.41475826972010177,-0.2441860465116279,51.06842105263158,47.56165011163061,10.6,209.57,67.30833333333334,56.416666666666664,7.7749999999999995,1015.8272727272728,0
2009,Jonathan Crompton,SEC,175658,QB,224,384,0.583,2800,27,13,7.3,44,-52,1,-1.2,13,Not Dual Threat,Tennessee,7,Other,0.9440390208115322,0.4221938775510204,0,54.305263157894736,52.77007065417337,11.8,264.62,65.15833333333333,60,5.883333333333334,1016.1363636363636,0
2009,Colt McCoy,Big 12,175772,QB,332,470,0.706,3521,27,12,7.5,129,348,3,2.7,65,Not Dual Threat,Texas,13,Pocket Passer,0.8983516121364221,0.4319526627218935,-0.06086956521739131,65.68181818181819,61.03282207863011,27.4,277.12,68.53999999999999,61.2,4.7299999999999995,1016.5,0
2009,Jevan Snead,SEC,183449,QB,191,351,0.544,2632,20,20,7.5,52,101,3,1.9,24,Not Dual Threat,Ole Miss,9,Other,0.904879020316374,0.42278481012658226,-0.15053763440860216,42.48,49.80835849657548,14,240.24,65.97,58.1,5.09,1015.7333333333333,0
2009,Tim Tebow,SEC,183484,QB,213,314,0.678,2895,21,5,9.2,217,910,14,4.2,55,Dual Threat,Florida,13,Pure Runner,0.9190483678077148,0.4805555555555556,-0.058333333333333334,57.68636363636364,71.97431329394075,28.2,270.42,69.02727272727273,55.63636363636364,6.845454545454546,1016.08,0
2009,Todd Reesing,Big 12,184336,QB,313,496,0.631,3616,22,10,7.3,104,119,6,1.1,22,Dual Threat,Kansas,5,Pocket Passer,0.9253176099908756,0.4522613065326634,-0.16470588235294115,53.075,54.1918058921215,6.7,195.98,65.3,51.36363636363636,7.327272727272727,1015.72,0
2009,Taylor Potts,Big 12,185054,QB,309,470,0.657,3440,22,13,7.3,24,-166,2,-6.9,4,Not Dual Threat,Texas Tech,9,Pocket Passer,0.9758131196099408,0.44,-0.06666666666666667,54.65,54.94469786363092,14.4,206.43,68.65,52.1,9.450000000000001,1013.13,0
2009,Daryll Clark,Big Ten,185917,QB,232,381,0.609,3003,24,10,7.9,84,211,7,2.5,51,Dual Threat,Penn State,11,Other,0.8533725738870913,0.46286472148541113,-0.08045977011494253,64.7,62.69593551103447,17,233.47,53.63333333333333,73,6.658333333333333,1013.1666666666666,0
2009,Scott Tolzien,Big Ten,188112,QB,211,328,0.643,2705,16,11,8.2,54,8,2,0.1,47,Not Dual Threat,Wisconsin,10,Other,0.8743452800613947,0.47496947496947495,-0.3645833333333333,57.78947368421053,56.41166056185683,9.7,199.62,59.858333333333334,60.916666666666664,6.641666666666667,1017.3166666666667,0
2009,Adam Weber,Big Ten,188157,QB,191,367,0.52,2582,13,15,7,73,-133,1,-1.8,10,Not Dual Threat,Minnesota,6,Other,0.9610160900777626,0.358974358974359,-0.4,30.042105263157893,36.8567901154129,2.8,209.2,53.733333333333334,70.5,9.625,1016.0909090909091,0.08333333333333333
2009,Ricky Stanzi,Big Ten,188298,QB,171,304,0.563,2417,17,15,8,55,-31,0,-0.6,13,Not Dual Threat,Iowa,11,Other,0.8967141534921137,0.3818849449204406,-0.07954545454545454,42.06470588235294,49.4761545808723,12.2,165.44,56.00833333333333,66.58333333333333,8.2,1017.7,0
2009,Cody Hawkins,Big 12,188466,QB,121,239,0.506,1277,10,11,5.3,15,-93,1,-6.2,12,Not Dual Threat,Colorado,3,Other,0.989556732352671,0.3546734955185659,0,31.72222222222222,28.857304454690194,-1.6,188.77,59.4375,55.625,6.3625,1015.52,0
2009,Ben Chappell,Big Ten,188708,QB,268,428,0.626,2941,17,15,6.9,41,-9,3,-0.2,22,Not Dual Threat,Indiana,4,Other,0.8531575710350308,0.41711229946524064,-0.18421052631578944,52.075,50.53499837521056,-4.7,163.75,59.44166666666666,59.166666666666664,6.808333333333334,1016.5272727272727,0
2009,Austen Arnaud,Big 12,188980,QB,178,303,0.587,2015,14,13,6.7,147,561,8,3.8,22,Not Dual Threat,Iowa State,7,Pure Runner,0.8719743750986717,0.4294187425860024,0,51.99375,47.295792043865404,-0.6,159.69,60.44,59.3,7.4,1019.31,0
2009,Juice Williams,Big Ten,189249,QB,131,227,0.577,1632,12,7,7.2,143,507,4,3.5,49,Not Dual Threat,Illinois,3,Pure Runner,0.8742303959655283,0.42513368983957217,0,35.858823529411765,47.61371594626865,0.4,214.15,52.59090909090909,58.90909090909091,9.00909090909091,1016.28,0
2009,Thaddeus Lewis,ACC,191344,QB,274,449,0.61,3330,20,8,7.4,86,48,4,0.6,21,Not Dual Threat,Duke,5,Pocket Passer,0.9949825210912052,0.37952559300873906,-0.4268292682926829,45.415,52.368619131465316,-1.7,181.94,70.78333333333333,60.333333333333336,8.25,1015.2666666666667,0
2009,Greg McElroy,SEC,191494,QB,198,325,0.609,2508,17,4,7.7,54,83,1,1.5,16,Not Dual Threat,Alabama,14,Other,0.8337642519724604,0.4342581423401689,-0.125,60.13636363636363,60.66208915054645,24,288.63,64.1,63.916666666666664,5.708333333333334,1017.02,0
2009,Jerrod Johnson,Big 12,191668,QB,296,497,0.596,3579,30,8,7.2,145,506,8,3.5,43,Dual Threat,Texas A&M,6,Dual Threat,0.9303353923556146,0.45271867612293143,-0.06930693069306931,62.53,59.78769980575667,4.8,219.98,66.76,55.5,7.15,1016.8100000000001,0
2009,Ryan Mallett,SEC,232007,QB,225,403,0.558,3624,30,7,9,58,-29,2,-0.5,19,Not Dual Threat,Arkansas,8,Pocket Passer,1.0185993798245545,0.3952513966480447,-0.14736842105263157,60.49047619047619,61.489760305422344,14.5,232.93,62.06,70.5,6.45,1016.6111111111111,0
2009,Zac Lee,Big 12,232216,QB,177,302,0.586,2143,14,10,7.1,103,171,1,1.7,32,Not Dual Threat,Nebraska,10,Other,0.8982259807091261,0.3761118170266836,-0.3977272727272727,34.03,44.25610209306317,16.1,201.57,61.75,70.5,8.925,1014.5,0
2009,Larry Smith,SEC,236079,QB,106,227,0.467,1126,4,7,5,85,213,2,2.5,35,Not Dual Threat,Vanderbilt,2,Other,0.9311346662211114,0.34502923976608185,0,31.014285714285716,26.84708303682162,-1.2,169.67,65.67272727272727,61.27272727272727,7.045454545454545,1016.5545454545455,0
2009,Tyrod Taylor,ACC,236838,QB,136,243,0.56,2311,13,5,9.5,106,370,5,3.5,46,Not Dual Threat,Virginia Tech,10,Other,1.029895915727799,0.4096045197740113,-0.13861386138613865,67.81428571428572,66.17224293944233,20.8,224.32,62.2,68,4.6090909090909085,1015.2,0
2009,Russell Wilson,ACC,238093,QB,224,378,0.593,3027,31,11,8,103,260,4,2.5,25,Not Dual Threat,NC State,5,Other,1.0137183318319534,0.4025974025974026,-0.1728395061728395,63.266666666666666,59.14694953906032,1.1,192.15,68.40833333333333,55.833333333333336,6.65,1016.3818181818182,0
2009,Stephen Garcia,SEC,243503,QB,239,432,0.553,2862,17,10,6.6,120,186,4,1.6,21,Not Dual Threat,South Carolina,7,Other,0.9734047729371408,0.3847058823529412,0,40.15238095238095,44.27020190944695,7.5,257.08,71.80833333333334,55.25,5.941666666666666,1015.6916666666666,0
2009,Jacory Harris,ACC,377700,QB,242,406,0.596,3352,24,17,8.3,48,-219,1,-4.6,26,Not Dual Threat,Miami,9,Pocket Passer,0.9771082973852344,0.4401496259351621,-0.3608247422680412,48.11,50.32440324131549,13.8,242.24,76.54545454545455,61.54545454545455,9.145454545454545,1014.6272727272727,0
2009,Landry Jones,Big 12,377845,QB,261,449,0.581,3198,26,14,7.1,35,-113,0,-3.2,15,Not Dual Threat,Oklahoma,8,Pocket Passer,0.8945306347598022,0.3879003558718861,-0.19811320754716985,37.733333333333334,52.24512826240772,22.7,262.78,66.32222222222222,55.22222222222222,10.1,1014.2555555555556,0
2009,Kyle Parker,ACC,377866,QB,205,369,0.556,2526,20,12,6.8,61,135,1,2.2,19,Not Dual Threat,Clemson,9,Other,0.9495849262862668,0.3849938499384994,-0.19811320754716985,55.06666666666667,52.098589218454954,13.2,207.86,67.14615384615385,65.15384615384616,4.884615384615385,1016.8,0
2009,Chris Todd,SEC,378238,QB,198,328,0.604,2612,22,6,8,44,-116,0,-2.6,16,Not Dual Threat,Auburn,8,Other,0.9369431289095076,0.43272727272727274,-0.07446808510638298,41.689473684210526,54.258196867670875,11.1,226.93,57.8,63,4.566666666666667,1016.5333333333333,0
2009,Jordan Jefferson,SEC,378564,QB,182,296,0.615,2166,17,7,7.3,112,171,1,1.5,26,Not Dual Threat,LSU,9,Other,0.8879398315070485,0.4011142061281337,-0.18421052631578944,46.189473684210526,47.73860531355568,15.3,293.15,68.575,45.5,6.075,1015.0666666666667,0
2009,Nick Florence,Big 12,379895,QB,165,266,0.62,1786,6,9,6.7,57,62,3,1.1,29,Not Dual Threat,Baylor,4,Other,0.894250074112795,0.38738738738738737,-0.10144927536231883,43.46,41.406951996944066,0.6,183.32,70.01818181818182,56.72727272727273,8.909090909090908,1017.59,0
2009,Tyler Hansen,Big 12,380345,QB,129,231,0.558,1440,8,7,6.2,84,61,1,0.7,31,Not Dual Threat,Colorado,3,Other,0.989556732352671,0.3546734955185659,0,32.49333333333333,32.303271743614395,-1.6,188.77,59.4375,55.625,6.3625,1015.52,0
2009,Blaine Gabbert,Big 12,381364,QB,262,445,0.589,3593,24,9,8.1,103,204,3,2,40,Not Dual Threat,Missouri,8,Pocket Passer,0.8782163291210672,0.4330518697225573,-0.07368421052631578,56.59,55.898185002235266,7,206.45,62.96,57.2,7.64,1016.1222222222223,0
2009,Tate Forcier,Big Ten,480264,QB,165,281,0.587,2050,13,10,7.3,118,240,3,2,31,Not Dual Threat,Michigan,5,Other,0.8451730125701543,0.43686502177068215,-0.08536585365853659,45.9421052631579,46.849996748722354,3.1,262.72,55.775,57.916666666666664,7.391666666666667,1016.4833333333333,0
2009,Dave Shinskie,ACC,480401,QB,149,288,0.517,2049,15,14,7.1,30,-74,1,-2.5,15,Not Dual Threat,Boston College,8,Other,0.8855448497758709,0.38088445078459343,-0.10294117647058824,48.91,43.77817901403246,7,164.59,60.358333333333334,70,10.858333333333333,1015.5545454545454,0
2010,Taylor Potts,Big 12,185054,QB,369,551,0.67,3726,35,10,6.8,33,4,2,0.1,43,Not Dual Threat,Texas Tech,8,Pocket Passer,0.8970922642016269,0.4340239912758997,-0.14736842105263157,64.515,64.65321397647465,5.2,207.32,71.24545454545455,26.727272727272727,11.290909090909091,1016.03,0
2010,Scott Tolzien,Big Ten,188112,QB,194,266,0.729,2459,16,6,9.2,30,-30,0,-1,9,Not Dual Threat,Wisconsin,11,Other,0.8627585214032427,0.5337931034482759,-0.06862745098039216,78.21666666666667,71.25449794902275,18.2,194.33,57.85,59.25,7.016666666666667,1016.75,0
2010,Adam Weber,Big Ten,188157,QB,205,368,0.557,2679,20,9,7.3,52,156,0,3,29,Not Dual Threat,Minnesota,3,Other,0.9576587549817788,0.3915900131406045,-0.1794871794871795,57.44117647058824,53.4984540873704,-3.6,186.47,54.81666666666667,58.333333333333336,7.008333333333333,1019.3909090909091,0
2010,Ricky Stanzi,Big Ten,188298,QB,221,345,0.641,3004,25,6,8.7,48,-6,2,-0.1,26,Not Dual Threat,Iowa,8,Other,0.9843751546209444,0.4421965317919075,-0.08974358974358974,71.75263157894737,66.63550635434333,13.1,208.14,58.44166666666666,52.666666666666664,10.175,1017.3083333333334,0
2010,Cody Hawkins,Big 12,188466,QB,124,231,0.537,1547,14,5,6.7,9,-32,0,-3.6,9,Not Dual Threat,Colorado,5,Other,0.9233105951718706,0.4008207934336525,-0.0958904109589041,54.107692307692304,45.68469750512818,0.5,183.91,60.91,45.9,6.28,1016.825,0
2010,Mike Hartline,SEC,188612,QB,268,405,0.662,3178,23,9,7.8,32,-35,1,-1.1,13,Not Dual Threat,Kentucky,6,Pocket Passer,0.9423064845543172,0.446229913473424,0,65,58.35783083463279,3.6,190.83,69,38.333333333333336,6.341666666666667,1018.48,0
2010,Ben Chappell,Big Ten,188708,QB,302,483,0.625,3295,24,9,6.8,47,14,3,0.3,19,Not Dual Threat,Indiana,5,Pocket Passer,0.8374345470745785,0.4374176548089592,-0.3783783783783784,57.73529411764706,58.033178329302935,-6.3,164.39,61.70909090909091,50.63636363636363,8.39090909090909,1018.0818181818182,0
2010,Austen Arnaud,Big 12,188980,QB,171,290,0.59,1703,13,10,5.9,103,287,2,2.8,22,Not Dual Threat,Iowa State,5,Other,0.9393142392282506,0.3770949720670391,-0.19718309859154928,41.92777777777778,38.743323743496994,-2,175.2,61.9,51,10.4,1017.2,0
2010,Greg McElroy,SEC,191494,QB,222,313,0.709,2987,20,5,9.5,60,-12,1,-0.2,17,Not Dual Threat,Alabama,10,Other,0.8829675751036491,0.5,-0.07368421052631578,67.14999999999999,69.53982700173405,26.2,284.2,69.91818181818182,50.18181818181818,2.8454545454545452,1017.690909090909,0
2010,Jerrod Johnson,Big 12,191668,QB,158,279,0.566,1947,14,9,7,79,146,2,1.8,17,Not Dual Threat,Texas A&M,9,Other,0.8457817758080123,0.4322860238353196,-0.07,48.54545454545455,48.94354739688041,13.8,240.98,73.50909090909092,44.09090909090909,8.49090909090909,1016.6636363636363,0
