"","X","school","season","champion","points","points_allowed","total_yards","total_yards_allowed","passing_yards","rushing_yards","completions","attempts","completion_pct","yards_per_pass","yards_per_rush","turnovers","interceptions_thrown","interceptions_made","first_downs","third_down_pct","possession_minutes","total_yards_pg","total_yards_allowed_pg","points_pg","points_allowed_pg","total_wins","conference","off_plays","off_drives","off_ppa","off_total_ppa","off_success_rate","off_explosiveness","off_power_success","off_stuff_rate","off_line_yds","off_line_yds_total","off_second_lvl_yds","off_second_lvl_yds_total","off_open_field_yds","off_open_field_yds_total","off_total_opportunities","off_pts_per_opp","off_field_pos_avg_start","off_field_pos_avg_predicted_points","off_havoc_total","off_havoc_front_seven","off_havoc_db","off_standard_downs_rate","off_standard_downs_ppa","off_standard_downs_success_rate","off_standard_downs_explosiveness","off_passing_downs_rate","off_passing_downs_ppa","off_passing_downs_success_rate","off_passing_downs_explosiveness","off_rushing_plays_rate","off_rushing_plays_ppa","off_rushing_plays_total_ppa","off_rushing_plays_success_rate","off_rushing_plays_explosiveness","off_passing_plays_rate","off_passing_plays_ppa","off_passing_plays_total_ppa","off_passing_plays_success_rate","off_passing_plays_explosiveness","def_plays","def_drives","def_ppa","def_total_ppa","def_success_rate","def_explosiveness","def_power_success","def_stuff_rate","def_line_yds","def_line_yds_total","def_second_lvl_yds","def_second_lvl_yds_total","def_open_field_yds","def_open_field_yds_total","def_total_opportunities","def_pts_per_opp","def_field_pos_avg_start","def_field_pos_avg_predicted_points","def_havoc_total","def_havoc_front_seven","def_havoc_db","def_standard_downs_rate","def_standard_downs_ppa","def_standard_downs_success_rate","def_standard_downs_explosiveness","def_passing_downs_rate","def_passing_downs_ppa","def_passing_downs_total_ppa","def_passing_downs_success_rate","def_passing_downs_explosiveness","def_rushing_plays_rate","def_rushing_plays_ppa","def_rushing_plays_total_ppa","def_rushing_plays_success_rate","def_rushing_plays_explosiveness","def_passing_plays_rate","def_passing_plays_ppa","def_passing_plays_total_ppa","def_passing_plays_success_rate","def_passing_plays_explosiveness"
"8",8,"Alabama",2025,FALSE,406,226,5063,3689,3551,1512,301,461,0.6529284164859,7.70281995661605,3.57446808510638,12,5,10,282,0.441988950276243,421.183333333333,389.461538461538,283.769230769231,31.2307692307692,17.3846153846154,10,"SEC",819,127,0.21870576080275,179.120018097453,0.440781440781441,1.26842753893759,0.672727272727273,0.183098591549296,2.83633802816901,1007,0.873239436619718,310,0.569014084507042,202,83,4.26506024096386,69.6,1.431,0.128,0.074,0.054,0.714285714285714,0.132835942878977,0.478632478632479,1.04981058038173,0.285714285714286,0.433380305612184,0.346153846153846,2.02414048209367,0.433455433455433,0.0499252358319932,17.7234587203576,0.414084507042254,0.823876008848164,0.554334554334554,0.371362080558402,168.598384573515,0.469162995594714,1.5758834216839,710,130,0.0676148452644426,48.0065401377543,0.371830985915493,1.25287855491619,0.723404255319149,0.201657458563536,2.72900552486188,988,0.99171270718232,359,1.36187845303867,0,57,3.33333333333333,71.5,-1.267,0.184,0.118,0.066,0.649295774647887,-0.0173736844131264,0.425162689804772,1.00988924058139,0.350704225352113,0.224963086956649,29.3959470442545,0.273092369477912,1.95325951976354,0.509859154929577,0.0960472658010397,34.7691102199764,0.378453038674033,1.06025555560183,0.471830985915493,0.0877490956544909,29.3959470442545,0.376119402985075,1.46075424881095
"40",40,"Tennessee",2025,FALSE,489,345,5819,4744,3686,2133,278,419,0.663484486873508,8.79713603818616,4.69823788546256,14,10,10,310,0.503311258278146,331.55,484.916666666667,395.333333333333,40.75,28.75,8,"SEC",789,128,0.343212515240357,270.794674524642,0.509505703422053,1.2741585859542,0.840579710144927,0.142487046632124,3.03782383419689,1173,1.02072538860104,394,1.40155440414508,541,85,4.65882352941177,71.6,1.273,0.123,0.072,0.051,0.737642585551331,0.295490333826088,0.56701030927835,1.06839627750768,0.262357414448669,0.47738792385439,0.347826086956522,2.21723583300077,0.489226869455006,0.260533219372344,100.565822677725,0.515544041450777,0.95151359254876,0.493029150823828,0.429582000895486,167.107398348344,0.503856041131105,1.56560497303426,725,128,0.157627775342911,114.28013712361,0.437241379310345,1.18277097960309,0.808510638297872,0.208791208791209,2.80521978021978,1021,1.12087912087912,408,1.39835164835165,0,73,4.16438356164384,72.5,-1.204,0.185,0.12,0.065,0.686896551724138,0.11058736479455,0.514056224899598,0.9385443896175,0.313103448275862,0.260826561479842,82.2546296461975,0.268722466960352,2.20772191462456,0.502068965517241,0.094602954757585,34.4354755317609,0.461538461538462,0.853179639366604,0.488275862068966,0.232357710864965,82.2546296461975,0.412429378531073,1.55319748069763
"7",7,"Alabama",2020,TRUE,547,214,5976,3873,3895,2081,263,350,0.751428571428571,11.1285714285714,5.05097087378641,11,4,11,308,0.604838709677419,336.716666666667,543.272727272727,352.090909090909,49.7272727272727,19.4545454545455,13,"SEC",726,124,0.485728743816828,352.639068011017,0.578512396694215,1.30306133771653,0.8125,0.149560117302053,3.2850439882698,1120,1.2258064516129,418,1.12903225806452,385,98,5.18367346938776,70,1.416,0.105,0.067,0.038,0.776859504132231,0.37420330641,0.608156028368794,1.07186805786862,0.223140495867769,0.87400248886282,0.475308641975309,2.33292231158447,0.46969696969697,0.231270963105083,78.8633984188332,0.539589442815249,0.887277126628225,0.53030303030303,0.711105635304373,273.775669592184,0.612987012987013,1.62723207856504,669,127,0.1174303482045,78.5609029488104,0.375186846038864,1.38516996060015,0.710526315789474,0.182965299684543,2.63123028391167,834,0.981072555205047,311,0.990536277602524,0,68,2.88235294117647,73.9,-1.087,0.183,0.106,0.077,0.663677130044843,0.0258871999358665,0.405405405405405,1.13997689870889,0.336322869955157,0.29807549412127,57.4244463786832,0.315555555555556,2.0067861738456,0.473841554559043,0.0666765191486662,21.1364565701272,0.369085173501577,1.02578468249179,0.526158445440957,0.163137631757623,57.4244463786832,0.380681818181818,1.69896158402312
"10",10,"Boise State",2006,FALSE,473,187,5091,3285,2547,2674,184,276,0.666666666666667,9.22826086956522,5.18217054263566,18,8,17,258,0.45,225.183333333333,424.25,273.75,39.4166666666667,15.5833333333333,13,"Mountain West",642,125,0.141593786994739,90.9032112506225,0.467289719626168,0.902824728680875,0.709090909090909,0.18848167539267,3.2434554973822,1239,1.31675392670157,503,1.25130890052356,478,88,0,67.4,1.612,0.019,0,0.019,0.727414330218069,0.0859592116733906,0.522483940042827,0.750238709174686,0.272585669781931,0.290058625137995,0.32,1.56766381367213,0.595015576323987,0.0734422984460091,28.0549580063755,0.476439790575916,0.748939975138544,0.38785046728972,0.269701575754524,67.1556923628764,0.429718875502008,1.29764282474464,597,121,0.0375707670341326,22.4297479193772,0.390284757118928,0.904829009766119,0.535714285714286,0.212,2.55,638,0.896,224,0.656,0,60,-0.233333333333333,72.3,-1.236,0.034,0,0.034,0.663316582914573,-0.029775138504609,0.434343434343434,0.749738291940168,0.336683417085427,0.170252252573146,50.4378096553202,0.303482587064677,1.34213398461962,0.418760469011725,-0.0990509063323191,-24.7627265830798,0.344,0.626947684425855,0.569514237855946,0.148346498986236,50.4378096553202,0.411764705882353,1.14394995405533
"35",35,"Oklahoma",2018,FALSE,643,421,7520,5829,4215,3305,254,363,0.699724517906336,11.6115702479339,6.70385395537525,12,7,5,341,0.507936507936508,380.566666666667,578.461538461538,448.384615384615,49.4615384615385,32.3846153846154,12,"SEC",841,149,0.494236876480068,415.653213119737,0.555291319857313,1.35655884458781,0.727272727272727,0.164785553047404,3.66884875846501,1625,1.66365688487585,737,2.48984198645598,1103,102,4.75490196078431,71.6,1.27,0.116,0.074,0.042,0.734839476813318,0.425646213445523,0.579288025889968,1.21195975520879,0.265160523186683,0.684322211705849,0.488789237668161,1.83148062438312,0.526753864447087,0.353042618334711,156.397879922277,0.544018058690745,1.05764956199784,0.455410225921522,0.693041418493526,265.43486328302,0.550913838120104,1.8236917823061,919,152,0.293940809423178,270.131603859901,0.480957562568009,1.24520743396485,0.848101265822785,0.164859002169197,2.97288503253796,1371,0.984815618221258,454,0.806941431670282,0,93,4.26881720430108,72,-1.217,0.142,0.083,0.059,0.682263329706202,0.253401983031156,0.551834130781499,1.0240789120419,0.317736670293798,0.380988220888241,192.53323977427,0.328767123287671,2.04219148172883,0.501632208922742,0.174737140123802,80.5538215970728,0.466377440347072,0.987894190417641,0.484221980413493,0.432658965784876,192.53323977427,0.48314606741573,1.57744349630808
"19",19,"Florida",2025,FALSE,259,288,4096,4533,2455,1641,234,374,0.625668449197861,6.56417112299465,4.2734375,18,14,10,228,0.344370860927152,357.35,341.333333333333,377.75,21.5833333333333,24,4,"SEC",673,122,0.139696453229908,94.015713023728,0.416047548291233,1.13984574812731,0.757575757575758,0.154088050314465,3.26415094339623,1038,1.08805031446541,346,0.940251572327044,299,59,4,72.3,1.228,0.152,0.095,0.057,0.702823179791976,0.0970932427732568,0.477801268498943,0.952542957282963,0.297176820208024,0.240453045959888,0.27,1.92374261351294,0.472511144130758,0.142348793045476,45.2669161884614,0.468553459119497,0.801699122654548,0.518573551263002,0.171513231515739,59.8581177989928,0.375358166189112,1.52445526870321,746,127,0.182247574585786,135.956690640996,0.432975871313673,1.25770022738927,0.786885245901639,0.174242424242424,2.78560606060606,1103,0.845959595959596,335,1.08080808080808,0,76,3.46052631578947,69.8,-1.383,0.145,0.091,0.054,0.694369973190349,0.128934882150739,0.5,0.999058642655966,0.305630026809651,0.303370270556636,101.819727547957,0.280701754385965,2.30439039060685,0.53083109919571,0.0813268608581936,32.2054368998447,0.426767676767677,0.929679432056934,0.449061662198391,0.303939485217781,101.819727547957,0.444776119402985,1.57906193545029
"4",4,"Alabama",2015,TRUE,443,187,5493,3356,2786,2707,260,390,0.666666666666667,7.14358974358974,4.825311942959,17,10,16,290,0.362162162162162,440.383333333333,422.538461538462,258.153846153846,34.0769230769231,14.3846153846154,14,"SEC",996,178,0.211793766492023,210.946591426055,0.456827309236948,1.16280720794668,0.794871794871795,0.163873370577281,3.13370577281192,1683,1.17132216014898,629,1.41154562383613,758,104,3.55769230769231,67.2,1.639,0.021,0,0.021,0.679718875502008,0.1665346305157,0.51698670605613,0.97872197795072,0.320281124497992,0.307845287043656,0.329153605015674,1.77642464126654,0.539156626506024,0.160949481211687,86.4298714106759,0.461824953445065,0.93615309786505,0.43574297188755,0.331781273947715,143.993072893308,0.423963133640553,1.64657168240512,843,181,-0.0140396034132521,-11.8353856773716,0.31791221826809,1.35367574283521,0.636363636363636,0.25,2.32790697674419,801,0.761627906976744,262,0.784883720930233,0,72,2.22222222222222,72.3,-1.221,0.017,0,0.017,0.588374851720047,-0.137213508388078,0.352822580645161,1.08198437017175,0.411625148279953,0.162024537415317,23.8123309952093,0.268011527377522,1.86492294945999,0.408066429418743,-0.0906558803879899,-31.1856228534685,0.302325581395349,0.933983910810869,0.572953736654804,0.0493008923296259,23.8123309952093,0.308488612836439,1.76856191145901
"45",45,"Texas Tech",2025,FALSE,552,142,6248,3303,3750,2498,300,454,0.66079295154185,8.25991189427313,4.82239382239382,14,8,16,308,0.502439024390244,400.333333333333,480.615384615385,254.076923076923,42.4615384615385,10.9230769230769,12,"Big 12",770,136,0.269203517484225,207.286708462853,0.441558441558442,1.35474493969984,0.824561403508772,0.177777777777778,2.89944444444444,1044,1.09722222222222,395,1.50555555555556,542,108,4.14814814814815,63,1.9,0.147,0.086,0.061,0.671428571428571,0.196824877991323,0.495164410058027,1.09308830632405,0.328571428571429,0.417107693839285,0.33201581027668,2.15217467951176,0.467532467532468,0.187630889517979,67.5471202264723,0.444444444444444,1.0697883347133,0.519480519480519,0.377796997332534,151.118798933014,0.445,1.61025008349651,641,135,-0.0858921321467073,-55.0568567060394,0.301092043681747,1.16020112495623,0.61764705882353,0.234848484848485,2.00530303030303,529,0.757575757575758,200,0.761363636363636,0,48,2.47916666666667,73.9,-1.077,0.236,0.151,0.085,0.599063962558502,-0.186408688827948,0.359375,0.904389810083282,0.400936037441498,0.0642960303653415,-8.14200496148262,0.214007782101167,1.80205496954655,0.41185647425897,-0.12297510443052,-32.4654275696572,0.306818181818182,0.881606639282168,0.572542901716069,-0.0221852996225684,-8.14200496148262,0.29700272479564,1.36600563305627
"17",17,"Florida",2009,FALSE,451,150,5751,3290,2963,2928,218,328,0.664634146341463,9.03353658536585,5.61996161228407,16,5,20,286,0.490909090909091,240.95,442.384615384615,253.076923076923,34.6923076923077,11.5384615384615,13,"SEC",720,127,0.156193651571712,112.459429131633,0.480555555555556,0.919048367807715,0.745098039215686,0.20460358056266,3.33478260869565,1304,1.40409207161125,549,1.0920716112532,427,120,-0.0583333333333333,65.5,1.758,0.02,0,0.02,0.709722222222222,0.0800832809141611,0.520547945205479,0.765352387658167,0.290277777777778,0.34228168700716,0.382775119617225,1.43008750180496,0.543055555555556,0.131864924116943,51.5591853297247,0.493606138107417,0.822896302522821,0.426388888888889,0.202330443364232,62.1154461128191,0.42671009771987,1.22432787164485,646,132,-0.0106915304906688,-6.90672869697204,0.351393188854489,0.847114408701432,0.735294117647059,0.199395770392749,2.69214501510574,891,0.818731117824773,271,0.610271903323263,0,52,0,73.5,-1.16,0.038,0,0.038,0.640866873065015,-0.089757982405181,0.417874396135266,0.686793794849406,0.359133126934985,0.13040118973609,5.91280511456555,0.232758620689655,1.36073415307922,0.512383900928793,-0.0336232632815695,-11.1293001461995,0.347432024169184,0.668891415367645,0.464396284829721,0.0197093503818852,5.91280511456555,0.323333333333333,1.20683187292045
"11",11,"Boise State",2024,FALSE,508,285,6124,4715,2855,3269,238,380,0.626315789473684,7.51315789473684,6.44773175542406,8,4,7,303,0.49112426035503,411.983333333333,471.076923076923,362.692307692308,39.0769230769231,21.9230769230769,12,"Mountain West",876,151,0.33366792134736,292.293099100287,0.474885844748858,1.30917334578402,0.861538461538462,0.172557172557173,3.15862785862786,1519,1.22453222453222,589,2.52806652806653,1216,87,4.63218390804598,70.3,1.392,0.131,0.073,0.058,0.699771689497717,0.322724225556711,0.530179445350734,1.15258963244371,0.300228310502283,0.359175470851801,0.346007604562738,1.86840089342797,0.549086757990868,0.276773028758512,133.127826832844,0.474012474012474,1.17724894218403,0.449771689497717,0.406548006911291,160.179914723049,0.474619289340102,1.48244917371015,815,156,0.155043816685325,126.36071059854,0.384049079754601,1.41788069201254,0.625,0.215469613259669,2.77762430939227,1006,1.17127071823204,424,1.81491712707182,0,74,3.39189189189189,72.8,-1.208,0.2,0.146,0.054,0.638036809815951,-0.00464613217272891,0.425,1.06351529206049,0.361963190184049,0.436531184163929,80.0976494344448,0.311864406779661,2.26912801146256,0.444171779141104,0.127798511503025,46.2630611640952,0.400552486187845,1.12058865670419,0.555828220858896,0.176816003166545,80.0976494344448,0.370860927152318,1.67447203201081
"49",49,"Vanderbilt",2025,FALSE,473,263,5624,4269,3388,2236,254,362,0.701657458563536,9.35911602209945,5.88421052631579,12,8,7,292,0.532258064516129,379.283333333333,468.666666666667,355.75,39.4166666666667,21.9166666666667,10,"SEC",677,112,0.456821239787675,309.267979336256,0.534711964549483,1.37180327276842,0.761904761904762,0.158536585365854,3.35,1099,1.34451219512195,441,2.30792682926829,757,77,5.06493506493506,69.8,1.404,0.126,0.079,0.047,0.744460856720827,0.34059903314176,0.543650793650794,1.17469302817343,0.255539143279173,0.795410789785022,0.508670520231214,1.98553289798465,0.484490398818316,0.361773966138511,118.661860893432,0.509146341463415,1.20573478341843,0.500738552437223,0.57616224285823,195.31900032894,0.569321533923304,1.52078087245266,663,112,0.198217855669771,131.418438309058,0.413273001508296,1.28534889968188,0.727272727272727,0.207746478873239,2.74119718309859,779,1.11267605633803,316,0.869718309859155,0,64,3.796875,72.2,-1.206,0.173,0.113,0.06,0.65761689291101,0.122439408789231,0.474770642201835,1.05880704611558,0.342383107088989,0.343765885801559,119.965311460526,0.295154185022026,1.9852617905509,0.428355957767722,0.0354229561068836,10.0601195343549,0.401408450704225,0.89150580428357,0.553544494720965,0.326880957658109,119.965311460526,0.425068119891008,1.53774134177647
"21",21,"Georgia",2022,TRUE,509,166,6395,3797,3704,2691,293,430,0.681395348837209,8.61395348837209,5.52566735112936,16,6,10,318,0.515723270440252,439.266666666667,491.923076923077,292.076923076923,39.1538461538462,12.7692307692308,15,"SEC",862,146,0.348559940203186,300.458668455147,0.526682134570766,1.19968659954013,0.691358024691358,0.173814898419865,3.18352144469526,1410,1.24830699774266,553,1.60270880361174,710,116,4.71551724137931,68.3,1.54,0.108,0.068,0.039,0.759860788863109,0.250068830285395,0.551145038167939,0.994621132584341,0.240139211136891,0.660210553711172,0.449275362318841,1.99569341213193,0.513921113689095,0.216165810124695,95.7614538852397,0.505643340857788,0.97249815787199,0.486078886310905,0.488537504940112,204.697214569907,0.548926014319809,1.42094838620822,744,144,0.0435237746185901,32.381688316231,0.356182795698925,1.25738045414386,0.676470588235294,0.202054794520548,2.51095890410959,733,0.804794520547945,235,0.698630136986301,0,60,3.11666666666667,74,-1.094,0.16,0.103,0.057,0.65994623655914,0.0177030845571493,0.419551934826884,1.03544213981624,0.34005376344086,0.0936342837892124,47.930526290021,0.233201581027668,2.03228372111827,0.39247311827957,-0.0532494451157191,-15.54883797379,0.342465753424658,0.827103073149285,0.60752688172043,0.106040987367303,47.930526290021,0.365044247787611,1.51815462444361
"12",12,"Clemson",2016,TRUE,522,239,6574,4081,4324,2250,362,535,0.676635514018692,8.0822429906542,4.49101796407186,24,15,18,348,0.515151515151515,388.433333333333,505.692307692308,313.923076923077,40.1538461538462,18.3846153846154,14,"ACC",1071,187,0.211939647018902,226.987361957245,0.49953314659197,1.09719621300313,0.666666666666667,0.175105485232068,3.12405063291139,1481,1.0210970464135,484,0.951476793248945,451,127,3.98425196850394,66.5,1.709,0.129,0.077,0.051,0.736694677871149,0.129284421244197,0.536121673003802,0.916471267076891,0.263305322128852,0.443198417005578,0.397163120567376,1.77975560699239,0.442577030812325,0.0367810887691316,17.4342360765684,0.470464135021097,0.697505104873437,0.544351073762838,0.375175266628865,218.727180444628,0.512864493996569,1.45309669988127,889,187,0.0173445762674821,15.4193283017916,0.358830146231721,1.18724568288907,0.695652173913043,0.229064039408867,2.4076354679803,978,0.96551724137931,392,1.47290640394089,0,86,2.58139534883721,68.3,-1.536,0.223,0.144,0.079,0.636670416197975,0.015728567287408,0.436395759717314,1.02040943366008,0.363329583802025,0.0201763443254449,23.2284703357039,0.222910216718266,1.75958670454962,0.456692913385827,-0.00625977352592993,-2.54146805152755,0.374384236453202,0.943314863730235,0.529808773903262,0.049317346784934,23.2284703357039,0.329087048832272,1.55235604862582
"48",48,"USC",2005,FALSE,545,243,6218,3852,3440,2859,254,397,0.639798488664987,8.66498740554156,6.58755760368664,13,8,22,306,0.510791366906475,192.266666666667,565.272727272727,350.181818181818,49.5454545454545,22.0909090909091,12,"Big Ten",715,122,0.261481131770165,186.959009215668,0.504895104895105,1.04850170309582,0.736842105263158,0.171171171171171,3.55855855855856,1185,1.45345345345345,484,1.72372372372372,574,111,-0.189189189189189,68.8,1.528,0.017,0,0.017,0.711888111888112,0.198749317325585,0.557956777996071,0.874097637353392,0.288111888111888,0.416483527655073,0.37378640776699,1.69175825726268,0.465734265734266,0.212526511064084,70.77132818434,0.513513513513513,0.872326259562093,0.523076923076923,0.314704319831282,117.6994156169,0.486631016042781,1.26842340119804,658,124,0.10199555140527,67.1130728246677,0.407294832826748,1.05550331389646,0.657894736842105,0.226351351351351,2.67804054054054,793,0.983108108108108,291,0.574324324324324,0,72,-0.194444444444444,71.3,-1.315,0.025,0,0.025,0.68693009118541,-0.0157514343269476,0.43141592920354,0.816196086064255,0.31306990881459,0.360353015244893,91.1359390197917,0.354368932038835,1.69474864851675,0.449848024316109,-0.0874555447646365,-25.8868412503324,0.361486486486487,0.684731846342004,0.533434650455927,0.259646549913936,91.1359390197917,0.427350427350427,1.38496403673633
"30",30,"Nebraska",2009,FALSE,319,146,4123,3699,2408,1836,197,339,0.581120943952802,7.10324483775811,3.95689655172414,23,12,19,207,0.371584699453552,245.833333333333,317.153846153846,284.538461538462,24.5384615384615,11.2307692307692,10,"Big Ten",787,157,0.0155430141211138,12.2323521133165,0.376111817026684,0.898225980709126,0.6,0.191142191142191,2.65151515151515,1138,0.82051282051282,352,0.86946386946387,373,88,-0.397727272727273,66,1.716,0.026,0,0.026,0.650571791613723,-0.0512630549505718,0.412109375,0.730477530959907,0.349428208386277,0.139923768174579,0.309090909090909,1.31463683832189,0.545108005082592,-0.0358913630016644,-15.397394727714,0.358974358974359,0.767477078967921,0.423125794155019,0.0932599823170731,31.0555741115854,0.354354354354354,1.26667617423374,852,168,-0.037462095513636,-31.9177053776179,0.338028169014085,0.971524432861627,0.642857142857143,0.201101928374656,2.65812672176309,965,0.796143250688705,289,0.548209366391185,0,70,-0.3,72.9,-1.253,0.027,0,0.027,0.618544600938967,-0.0829523791272658,0.392789373814042,0.770592543401255,0.381455399061033,0.0363021489921576,-11.4634204139086,0.249230769230769,1.48501703926036,0.426056338028169,-0.055872638555083,-20.2817677954951,0.349862258953168,0.777190418844238,0.559859154929577,-0.0240323279117581,-11.4634204139086,0.312368972746331,1.2165662459003
"13",13,"Clemson",2018,TRUE,590,178,6887,3604,3511,3376,281,435,0.645977011494253,8.07126436781609,6.752,16,8,9,285,0.426751592356688,341.35,529.769230769231,277.230769230769,45.3846153846154,13.6923076923077,15,"ACC",878,159,0.342398881324757,300.626217803136,0.507972665148064,1.26486765771623,0.784615384615385,0.138014527845036,3.41646489104116,1411,1.40193704600484,579,2.14043583535109,884,110,4.52727272727273,70,1.419,0.115,0.066,0.049,0.726651480637813,0.289004039330422,0.564263322884012,1.04960849909273,0.273348519362187,0.484340169626363,0.358333333333333,2.16595250776807,0.470387243735763,0.333886784556687,137.895242021912,0.527845036319613,1.05102024158882,0.515945330296128,0.377037167104103,170.797836698159,0.479028697571744,1.54914281760232,800,167,-0.0516065112210107,-41.2852089768085,0.3475,1.10811448810616,0.705882352941177,0.257731958762887,2.10979381443299,819,0.814432989690722,316,0.494845360824742,0,79,2,73,-1.163,0.209,0.156,0.053,0.625,-0.135849268938899,0.402,0.89147508282883,0.375,0.0887980849754695,15.1327189042719,0.256666666666667,1.67362774084309,0.485,-0.120182632731989,-46.6308615000117,0.347938144329897,0.759014683179511,0.49875,0.0379266137951676,15.1327189042719,0.328320802005013,1.5924912958409
"23",23,"Indiana",2025,FALSE,545,141,6215,3343,3271,2944,245,343,0.714285714285714,9.53644314868805,5.71650485436893,8,7,17,320,0.554838709677419,433.683333333333,478.076923076923,257.153846153846,41.9230769230769,10.8461538461538,13,"Big Ten",695,116,0.325716309368209,226.372835010905,0.526618705035971,1.15900274600872,0.6875,0.156498673740053,3.26949602122016,1233,1.19363395225464,450,1.43501326259947,541,94,4.97872340425532,68.7,1.505,0.112,0.064,0.048,0.768345323741007,0.252360432371418,0.565543071161049,0.967080913211483,0.231654676258993,0.569020895183652,0.397515527950311,2.0646338945207,0.542446043165468,0.214047407036672,80.6958724528253,0.503978779840849,0.875012075604164,0.443165467625899,0.494774399757985,152.390515125459,0.561688311688312,1.46697192541577,588,117,0.0402728620157876,23.6804428652831,0.345238095238095,1.34691249291386,0.583333333333333,0.304347826086957,2.17312252964427,550,0.727272727272727,184,1.15810276679842,0,44,1.81818181818182,73.4,-1.124,0.24,0.168,0.072,0.634353741496599,-0.0658504180869932,0.396782841823056,1.07620746473777,0.365646258503401,0.224384413077821,69.7501430274626,0.255813953488372,2.0753551141877,0.430272108843537,-0.0963237003915401,-24.3698961990596,0.320158102766798,1.02030447459931,0.542517006802721,0.218652485979507,69.7501430274626,0.376175548589342,1.57109620496355
"34",34,"Oklahoma",2017,FALSE,584,325,7583,5002,4776,2807,285,397,0.717884130982368,12.0302267002519,5.60279441117765,12,5,8,338,0.430555555555556,412.583333333333,583.307692307692,384.769230769231,44.9230769230769,25,12,"SEC",892,161,0.446214930382363,398.023717901068,0.533632286995516,1.36999842803097,0.666666666666667,0.206666666666667,3.20866666666667,1444,1.4,630,2.12444444444444,956,108,4.56481481481481,68.2,1.548,0.118,0.082,0.037,0.739910313901345,0.364123629682044,0.560606060606061,1.19076584592862,0.260089686098655,0.679750527202237,0.456896551724138,1.99562159197312,0.504484304932735,0.244221597816106,109.899719017248,0.495555555555556,1.04010706943764,0.478699551569507,0.684185008002964,292.146998417266,0.557377049180328,1.78234611256972,872,168,0.159561844768827,139.137928638418,0.412844036697248,1.32907827980113,0.764705882352941,0.189125295508274,2.69976359338061,1142,1.10874704491726,469,1.57446808510638,0,87,3.45977011494253,70,-1.372,0.142,0.094,0.048,0.654816513761468,0.118927738182157,0.462346760070053,1.16261337668598,0.345183486238532,0.236645149954837,93.2252217449525,0.318936877076412,1.78685676336781,0.485091743119266,0.127601000364078,53.975223154005,0.399527186761229,1.20076576268213,0.495412844036697,0.215799124409612,93.2252217449525,0.402777777777778,1.62989243158429
